id,sentence1,sentence2,paraphrase_type_ids,sentence1_segment_location,sentence2_segment_location,sentence1_tokenized,sentence2_tokenized
d5655688-9fd2-4935-b699-e6a202018132,"Pope John Paul has health problems but is still at the helm of the Roman Catholic Church, the pope's top aide has told Reuters.","Pope John Paul has health problems but is firmly in charge of the Roman Catholic Church, the pope's top aide told Reuters on Friday.","[6, 1, 25, 25, 25, 29]","[25, 25, 25, 25, 25, 25, 25, 6, 25, 6, 6, 6, 6, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 1, 1, 25, 25]","[0, 0, 0, 0, 0, 0, 0, 6, 25, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 25, 25, 0]","['Pope', 'John', 'Paul', 'has', 'health', 'problems', 'but', 'is', 'still', 'at', 'the', 'helm', 'of', 'the', 'Roman', 'Catholic', 'Church', ',', 'the', 'pope', ""'s"", 'top', 'aide', 'has', 'told', 'Reuters', '.']","['Pope', 'John', 'Paul', 'has', 'health', 'problems', 'but', 'is', 'firmly', 'in', 'charge', 'of', 'the', 'Roman', 'Catholic', 'Church', ',', 'the', 'pope', ""'s"", 'top', 'aide', 'told', 'Reuters', 'on', 'Friday', '.\n']"
c666953c-fdfd-4d51-bd30-a8d824f90b42,"""It's obvious I'm not riding as well as years past,"" Armstrong said at a news conference.","""I think it's obvious I'm not riding as well as I have in years past.","[25, 25, 25, 29]","[25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25]","[0, 25, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 25, 25, 0, 0, 0]","['``', 'It', ""'s"", 'obvious', 'I', ""'m"", 'not', 'riding', 'as', 'well', 'as', 'years', 'past', ',', ""''"", 'Armstrong', 'said', 'at', 'a', 'news', 'conference', '.']","['``', 'I', 'think', 'it', ""'s"", 'obvious', 'I', ""'m"", 'not', 'riding', 'as', 'well', 'as', 'I', 'have', 'in', 'years', 'past', '.\n']"
7d091c6d-8827-44b7-ad3a-159f8b9728ee,"Instead of remains, the Ragusas will bury a vial of Michael's blood, which he had donated to a bone marrow center.","Instead of Ragusa's remains, his family will bury a vial of blood he had donated to a bone marrow center.","[6, 18, 25, 25, 29]","[25, 25, 25, 25, 18, 18, 25, 25, 25, 25, 25, 25, 25, 25, 18, 18, 25, 25, 25, 25, 25, 25, 25, 25, 25]","[25, 25, 25, 25, 25, 25, 18, 18, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25]","['Instead', 'of', 'remains', ',', 'the', 'Ragusas', 'will', 'bury', 'a', 'vial', 'of', 'Michael', ""'s"", 'blood', ',', 'which', 'he', 'had', 'donated', 'to', 'a', 'bone', 'marrow', 'center', '.']","['Instead', 'of', 'Ragusa', ""'s"", 'remains', ',', 'his', 'family', 'will', 'bury', 'a', 'vial', 'of', 'blood', 'he', 'had', 'donated', 'to', 'a', 'bone', 'marrow', 'center', '.\n']"
7f924dac-9877-443f-ad98-9f108949bfe0,WinFS will require that applications be rewritten to exploit such capabilities.,"However, applications will have to be rewritten to take advantage of such capabilities.","[6, 24, 25, 29]","[24, 24, 24, 24, 25, 24, 25, 25, 6, 25, 25, 25]","[25, 25, 24, 24, 24, 24, 24, 24, 0, 6, 6, 6, 0, 0, 0]","['WinFS', 'will', 'require', 'that', 'applications', 'be', 'rewritten', 'to', 'exploit', 'such', 'capabilities', '.']","['However', ',', 'applications', 'will', 'have', 'to', 'be', 'rewritten', 'to', 'take', 'advantage', 'of', 'such', 'capabilities', '.\n']"
2d0061a4-1ae8-489a-a30e-ddb6f23bd73b,"Burns believed that confessing a crime he did not commit was the only way out, Richardson said.","To the frightened Burns, Richardson said, confessing a crime he did not commit looked like the only out.","[6, 24, 26, 25, 29]","[26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 25, 25, 25]","[26, 26, 25, 26, 26, 24, 24, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 24]","['Burns', 'believed', 'that', 'confessing', 'a', 'crime', 'he', 'did', 'not', 'commit', 'was', 'the', 'only', 'way', 'out', ',', 'Richardson', 'said', '.']","['To', 'the', 'frightened', 'Burns', ',', 'Richardson', 'said', ',', 'confessing', 'a', 'crime', 'he', 'did', 'not', 'commit', 'looked', 'like', 'the', 'only', 'out', '.\n']"
2567c857-fbbd-434e-a46f-ec379fe7b56b,"Massachusetts is one of 12 states that does not have the death penalty, having abolished capital punishment in 1984.","Massachusetts is one of 12 states without the death penalty, having abolished it in 1984.","[6, 18, 29]","[29, 29, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 29, 29, 29, 6, 6, 29, 29, 29]","[29, 29, 18, 18, 18, 18, 18, 18, 18, 18, 29, 29, 29, 6, 29, 29, 29]","['Massachusetts', 'is', 'one', 'of', '12', 'states', 'that', 'does', 'not', 'have', 'the', 'death', 'penalty', ',', 'having', 'abolished', 'capital', 'punishment', 'in', '1984', '.']","['Massachusetts', 'is', 'one', 'of', '12', 'states', 'without', 'the', 'death', 'penalty', ',', 'having', 'abolished', 'it', 'in', '1984', '.\n']"
df973362-efdb-4dab-8f8e-fac12f237014,"The downtime, to take place in May and June, is expected to cut production by 60 million to 70 million board feet.",The downtime is expected to take 60 million to 70 million board feet out of the companys system.,"[6, 24, 25, 29]","[24, 24, 25, 25, 25, 25, 25, 25, 25, 25, 25, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24]","[25, 25, 25, 25, 25, 24, 25, 25, 25, 25, 25, 25, 25, 24, 24, 24, 24, 24, 25]","['The', 'downtime', ',', 'to', 'take', 'place', 'in', 'May', 'and', 'June', ',', 'is', 'expected', 'to', 'cut', 'production', 'by', '60', 'million', 'to', '70', 'million', 'board', 'feet', '.']","['The', 'downtime', 'is', 'expected', 'to', 'take', '60', 'million', 'to', '70', 'million', 'board', 'feet', 'out', 'of', 'the', 'companys', 'system', '.\n']"
41be5d27-6a5a-440d-b346-929f2ae469cb,"State wildlife officials have concluded that the fluorescent zebra fish from Florida poses no danger, and they have recommended that the state exempt it from the ban.","State wildlife officials have concluded that the Florida-grown fluorescent zebra fish poses no danger, and they have recommended that it be exempted from the state's ban.","[6, 14, 29]","[29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 6, 6, 29, 29, 29, 29, 29, 29, 29, 29, 29, 14, 14, 14, 14, 14, 14, 14, 29]","[29, 29, 29, 29, 29, 29, 29, 6, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 14, 14, 14, 14, 14, 14, 14, 14, 29]","['State', 'wildlife', 'officials', 'have', 'concluded', 'that', 'the', 'fluorescent', 'zebra', 'fish', 'from', 'Florida', 'poses', 'no', 'danger', ',', 'and', 'they', 'have', 'recommended', 'that', 'the', 'state', 'exempt', 'it', 'from', 'the', 'ban', '.']","['State', 'wildlife', 'officials', 'have', 'concluded', 'that', 'the', 'Florida-grown', 'fluorescent', 'zebra', 'fish', 'poses', 'no', 'danger', ',', 'and', 'they', 'have', 'recommended', 'that', 'it', 'be', 'exempted', 'from', 'the', 'state', ""'s"", 'ban', '.\n']"
0c79dd40-2db5-43ba-9fd6-7ef5bd50bcc4,Albertsons and Kroger's Ralphs chain locked out their workers in response.,Kroger's Ralphs chain and Albertsons immediately locked out their grocery workers in a show of solidarity.,"[25, 25, 29, 6, 26]","[29, 29, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25]","[29, 29, 29, 29, 0, 0, 25, 29, 29, 29, 25, 29, 29, 0, 0, 0, 0, 29]","['Albertsons', 'and', 'Kroger', ""'s"", 'Ralphs', 'chain', 'locked', 'out', 'their', 'workers', 'in', 'response', '.']","['Kroger', ""'s"", 'Ralphs', 'chain', 'and', 'Albertsons', 'immediately', 'locked', 'out', 'their', 'grocery', 'workers', 'in', 'a', 'show', 'of', 'solidarity', '.\n']"
d12ce2ae-f958-4282-80ec-e67e54f44a80,"The hot technologies -- networking, storage and wireless products -- will be front and center this week.","Storage, networking and wireless products will be prevalent at the show.","[6, 26, 25, 29, 30, 21]","[25, 25, 25, 0, 26, 0, 29, 29, 29, 29, 0, 29, 29, 6, 6, 6, 30, 30, 29]","[30, 30, 30, 30, 30, 30, 25, 25, 6, 29, 29, 29, 25]","['The', 'hot', 'technologies', '--', 'networking', ',', 'storage', 'and', 'wireless', 'products', '--', 'will', 'be', 'front', 'and', 'center', 'this', 'week', '.']","['Storage', ',', 'networking', 'and', 'wireless', 'products', 'will', 'be', 'prevalent', 'at', 'the', 'show', '.\n']"
e6f185d7-1a28-484b-a6e5-8fc7316438fb,"""The company has always made, and continues to make, exceptional customer service and customer satisfaction a top priority,"" the statement said.","The Company has always made, and continues to make, exceptional customer service and customer satisfaction a top priority in all business practices,"" AOL added.","[6, 6, 8, 25, 29, 21]","[29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29]","[29, 8, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 25, 25, 25, 25, 29, 29, 6, 6, 29]","['``', 'The', 'company', 'has', 'always', 'made', ',', 'and', 'continues', 'to', 'make', ',', 'exceptional', 'customer', 'service', 'and', 'customer', 'satisfaction', 'a', 'top', 'priority', ',', ""''"", 'the', 'statement', 'said', '.']","['The', 'Company', 'has', 'always', 'made', ',', 'and', 'continues', 'to', 'make', ',', 'exceptional', 'customer', 'service', 'and', 'customer', 'satisfaction', 'a', 'top', 'priority', 'in', 'all', 'business', 'practices', ',', ""''"", 'AOL', 'added', '.\n']"
6a14b481-1c95-4ff6-8aaa-b41808972b41,"Furthermore, chest tightness after exercise and prevalence of asthma were both linked to the amount of time spent at the pool.",Chest tightness after exercise and overall prevalence of asthma were also linked to the total amount of time spent at indoor pools.,"[11, 1, 25, 25, 25, 25, 29, 30]","[25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 11, 1, 25]","[0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 25, 1, 0]","['Furthermore', ',', 'chest', 'tightness', 'after', 'exercise', 'and', 'prevalence', 'of', 'asthma', 'were', 'both', 'linked', 'to', 'the', 'amount', 'of', 'time', 'spent', 'at', 'the', 'pool', '.']","['Chest', 'tightness', 'after', 'exercise', 'and', 'overall', 'prevalence', 'of', 'asthma', 'were', 'also', 'linked', 'to', 'the', 'total', 'amount', 'of', 'time', 'spent', 'at', 'indoor', 'pools', '.\n']"
29329b35-672c-4196-9945-765d8d48dec0,"On Wednesday, the total of National Guard and Reserve members called to active duty worldwide stood at 154,603.","As of yesterday, the total number of National Guard and Reserve troops called to duty worldwide stood at 154,603.","[6, 6, 25, 29, 30]","[0, 0, 0, 29, 6, 29, 29, 29, 29, 29, 6, 29, 29, 25, 29, 29, 29, 29, 29, 29]","[29, 29, 29, 29, 25, 6, 6, 25, 25, 25, 25, 25, 6, 25, 25, 25, 25, 25, 25, 25, 25]","['On', 'Wednesday', ',', 'the', 'total', 'of', 'National', 'Guard', 'and', 'Reserve', 'members', 'called', 'to', 'active', 'duty', 'worldwide', 'stood', 'at', '154,603', '.']","['As', 'of', 'yesterday', ',', 'the', 'total', 'number', 'of', 'National', 'Guard', 'and', 'Reserve', 'troops', 'called', 'to', 'duty', 'worldwide', 'stood', 'at', '154,603', '.\n']"
d91c06a5-0edf-49bb-9010-5e78ad049961,"""This new division will be focused on the vitally important task of protecting the nation's cyber assets so that we may best protect the nation's critical infrastructure assets.""","""This new division will be focused on the vitally important task of protecting the nation's cyberassets so that we may best protect the nation's critical infrastructure assets,"" he added.","[6, 25, 29]","[25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 6, 6, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 25, 25, 0]","['``', 'This', 'new', 'division', 'will', 'be', 'focused', 'on', 'the', 'vitally', 'important', 'task', 'of', 'protecting', 'the', 'nation', ""'s"", 'cyber', 'assets', 'so', 'that', 'we', 'may', 'best', 'protect', 'the', 'nation', ""'s"", 'critical', 'infrastructure', 'assets', '.', ""''""]","['``', 'This', 'new', 'division', 'will', 'be', 'focused', 'on', 'the', 'vitally', 'important', 'task', 'of', 'protecting', 'the', 'nation', ""'s"", 'cyberassets', 'so', 'that', 'we', 'may', 'best', 'protect', 'the', 'nation', ""'s"", 'critical', 'infrastructure', 'assets', ',', ""''"", 'he', 'added', '.\n']"
75c173ea-7db8-4e30-b9bf-8e7b0f2553d3,Florida's primary isn't until March 9 - following 28 other states.,"Florida's primary will be March 9, after 28 states' primaries or caucuses.","[6, 10, 1, 25, 25, 29, 21]","[29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 25]","[29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 25, 25, 25, 25]","['Florida', ""'s"", 'primary', 'is', ""n't"", 'until', 'March', '9', '-', 'following', '28', 'other', 'states', '.']","['Florida', ""'s"", 'primary', 'will', 'be', 'March', '9', ',', 'after', '28', 'states', ""'"", 'primaries', 'or', 'caucuses', '.\n']"
bbcc11ca-89ed-487c-a8d4-f41b16b2d907,"And as more than 100 people on death rows have been exonerated, other states have abridged or considered abridging the use of the death penalty.","As more than 100 people sentenced to death have been exonerated across the nation, other states have abridged or considered abridging the use of the death penalty.","[5, 25, 25, 29]","[25, 25, 25, 25, 25, 25, 5, 5, 5, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25]","[25, 25, 25, 25, 25, 5, 5, 5, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25]","['And', 'as', 'more', 'than', '100', 'people', 'on', 'death', 'rows', 'have', 'been', 'exonerated', ',', 'other', 'states', 'have', 'abridged', 'or', 'considered', 'abridging', 'the', 'use', 'of', 'the', 'death', 'penalty', '.']","['As', 'more', 'than', '100', 'people', 'sentenced', 'to', 'death', 'have', 'been', 'exonerated', 'across', 'the', 'nation', ',', 'other', 'states', 'have', 'abridged', 'or', 'considered', 'abridging', 'the', 'use', 'of', 'the', 'death', 'penalty', '.\n']"
73cde296-011d-4cab-a259-dc8dd21e2346,Federal officials gave the DPS officer an FAA number to call to initiate lost-aircraft procedures.,Federal officials then gave the Texas DPS officer a number to call at the FAA to initiate lost aircraft procedures.,"[4, 11, 25, 25, 29]","[25, 25, 25, 25, 25, 25, 11, 11, 11, 11, 11, 25, 25, 4, 25, 25]","[0, 0, 25, 0, 0, 0, 0, 0, 11, 11, 11, 11, 11, 11, 11, 0, 0, 4, 4, 0, 0]","['Federal', 'officials', 'gave', 'the', 'DPS', 'officer', 'an', 'FAA', 'number', 'to', 'call', 'to', 'initiate', 'lost-aircraft', 'procedures', '.']","['Federal', 'officials', 'then', 'gave', 'the', 'Texas', 'DPS', 'officer', 'a', 'number', 'to', 'call', 'at', 'the', 'FAA', 'to', 'initiate', 'lost', 'aircraft', 'procedures', '.\n']"
1e290a9c-5ea8-4698-8a72-75ea5aee77c1,"Jim Williams, director of the US-VISIT project, said that by the middle of November, many arriving passengers in Atlanta will be fingerprinted and photographed.","Jim Williams, director of the US-VISIT project, said that by the middle of November, inspectors will be fingerprinting and photographing many foreign passengers arriving in Atlanta.","[14, 26, 25, 29]","[25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 14, 26, 14, 14, 14, 14, 14, 14, 14, 14, 25]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 14, 14, 14, 14, 14, 14, 25, 14, 26, 14, 14, 0]","['Jim', 'Williams', ',', 'director', 'of', 'the', 'US-VISIT', 'project', ',', 'said', 'that', 'by', 'the', 'middle', 'of', 'November', ',', 'many', 'arriving', 'passengers', 'in', 'Atlanta', 'will', 'be', 'fingerprinted', 'and', 'photographed', '.']","['Jim', 'Williams', ',', 'director', 'of', 'the', 'US-VISIT', 'project', ',', 'said', 'that', 'by', 'the', 'middle', 'of', 'November', ',', 'inspectors', 'will', 'be', 'fingerprinting', 'and', 'photographing', 'many', 'foreign', 'passengers', 'arriving', 'in', 'Atlanta', '.\n']"
799346d4-e1e3-4c31-9c3f-b9d74ccba4cf,"Its chief executive, Lawrence J. Lasser, resigned under pressure last Monday.","On Monday, Putnam said chief executive Lawrence J. Lasser had resigned.","[11, 1, 18, 26, 25, 25, 25, 29]","[18, 18, 18, 18, 18, 18, 18, 0, 1, 25, 25, 25, 26, 0]","[0, 26, 26, 25, 25, 18, 18, 18, 18, 18, 1, 1, 25]","['Its', 'chief', 'executive', ',', 'Lawrence', 'J.', 'Lasser', ',', 'resigned', 'under', 'pressure', 'last', 'Monday', '.']","['On', 'Monday', ',', 'Putnam', 'said', 'chief', 'executive', 'Lawrence', 'J.', 'Lasser', 'had', 'resigned', '.\n']"
6ffa4f31-5c96-402a-8815-5634e2211f9a,Merck also on Monday affirmed plans to spin off Medco to shareholders in the third quarter.,Merck plans to spin off all the shares of Medco to company shareholders in the third quarter.,"[25, 25, 25, 25, 29, 3]","[25, 25, 25, 25, 0, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25]","[25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25]","['Merck', 'also', 'on', 'Monday', 'affirmed', 'plans', 'to', 'spin', 'off', 'Medco', 'to', 'shareholders', 'in', 'the', 'third', 'quarter', '.']","['Merck', 'plans', 'to', 'spin', 'off', 'all', 'the', 'shares', 'of', 'Medco', 'to', 'company', 'shareholders', 'in', 'the', 'third', 'quarter', '.\n']"
93839f75-5a61-4f5d-ba08-b703d9de583e,The American military's task is to provide the security in the meantime.,"The U.S. military's task, in this period, is to provide security.","[6, 25, 25, 29]","[25, 6, 25, 25, 25, 25, 25, 25, 0, 25, 25, 25, 25, 25]","[25, 6, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25]","['The', 'American', 'military', ""'s"", 'task', 'is', 'to', 'provide', 'the', 'security', 'in', 'the', 'meantime', '.']","['The', 'U.S.', 'military', ""'s"", 'task', ',', 'in', 'this', 'period', ',', 'is', 'to', 'provide', 'security', '.\n']"
50301dfe-c033-4b85-85e2-670dace14f92,Toronto Police Chief Chief Julian Fantino confirmed Friday morning that a man had been arrested in the slaying of Toronto girl Holly Jones.,Toronto Police Chief Julian Fantino said Friday morning that an arrest has been made in the slaying of local girl Holly Jones.,"[5, 6, 1, 3, 29]","[29, 29, 29, 29, 29, 29, 5, 29, 29, 29, 0, 0, 1, 1, 3, 29, 29, 29, 29, 6, 29, 29, 29, 29]","[29, 29, 29, 29, 29, 5, 29, 29, 29, 0, 3, 1, 1, 1, 29, 29, 29, 29, 6, 29, 29, 29, 29]","['Toronto', 'Police', 'Chief', 'Chief', 'Julian', 'Fantino', 'confirmed', 'Friday', 'morning', 'that', 'a', 'man', 'had', 'been', 'arrested', 'in', 'the', 'slaying', 'of', 'Toronto', 'girl', 'Holly', 'Jones', '.']","['Toronto', 'Police', 'Chief', 'Julian', 'Fantino', 'said', 'Friday', 'morning', 'that', 'an', 'arrest', 'has', 'been', 'made', 'in', 'the', 'slaying', 'of', 'local', 'girl', 'Holly', 'Jones', '.\n']"
130ae2e2-09a1-4d1d-ad10-d4efb1b6e9b9,"Yehuda Abraham, a 76-year-old jeweler in New York's diamond district, allegedly accepted a $30,000 down payment on behalf of Lakhani for the missiles, the government said.","Yehuda Abraham, a 76-year-old jeweler from New York's diamond district, accepted a $30,000 down payment on behalf of Lakhani for the first missile, investigators said.","[6, 6, 11, 1, 25, 25, 29]","[25, 25, 25, 25, 25, 25, 6, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 1, 25, 11, 11, 25, 25]","[25, 25, 25, 25, 25, 25, 6, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 1, 25, 11, 25, 25]","['Yehuda', 'Abraham', ',', 'a', '76-year-old', 'jeweler', 'in', 'New', 'York', ""'s"", 'diamond', 'district', ',', 'allegedly', 'accepted', 'a', '$', '30,000', 'down', 'payment', 'on', 'behalf', 'of', 'Lakhani', 'for', 'the', 'missiles', ',', 'the', 'government', 'said', '.']","['Yehuda', 'Abraham', ',', 'a', '76-year-old', 'jeweler', 'from', 'New', 'York', ""'s"", 'diamond', 'district', ',', 'accepted', 'a', '$', '30,000', 'down', 'payment', 'on', 'behalf', 'of', 'Lakhani', 'for', 'the', 'first', 'missile', ',', 'investigators', 'said', '.\n']"
11058f9d-454c-41b0-8cd3-dc6743837eaa,"And because it is so far out in international water, salvage company Odyssey Marine Exploration does not have to share the wealth with coastal state governments.","It is so far out in international water that the finder Odyssey Marine Exploration, of Tampa, Fla., does not have to share the wealth with any governments.","[6, 24, 25, 25, 29, 30]","[25, 24, 25, 25, 25, 25, 25, 25, 25, 25, 24, 29, 29, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 24, 24, 25, 25]","[25, 25, 25, 25, 25, 25, 25, 25, 24, 29, 29, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 24, 25, 25]","['And', 'because', 'it', 'is', 'so', 'far', 'out', 'in', 'international', 'water', ',', 'salvage', 'company', 'Odyssey', 'Marine', 'Exploration', 'does', 'not', 'have', 'to', 'share', 'the', 'wealth', 'with', 'coastal', 'state', 'governments', '.']","['It', 'is', 'so', 'far', 'out', 'in', 'international', 'water', 'that', 'the', 'finder', 'Odyssey', 'Marine', 'Exploration', ',', 'of', 'Tampa', ',', 'Fla.', ',', 'does', 'not', 'have', 'to', 'share', 'the', 'wealth', 'with', 'any', 'governments', '.\n']"
230c9056-4002-41ba-9cee-c729d4740697,Shares of the Smithfield rose more than 8 percent as the company said it expected the transaction to boost earnings immediately.,Smithfield shares rose more than 8 per cent yesterday as the company said it expected the transaction to boost earnings immediately.,"[4, 11, 25, 29]","[11, 11, 11, 11, 25, 25, 25, 25, 4, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25]","[11, 11, 0, 0, 0, 0, 4, 4, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Shares', 'of', 'the', 'Smithfield', 'rose', 'more', 'than', '8', 'percent', 'as', 'the', 'company', 'said', 'it', 'expected', 'the', 'transaction', 'to', 'boost', 'earnings', 'immediately', '.']","['Smithfield', 'shares', 'rose', 'more', 'than', '8', 'per', 'cent', 'yesterday', 'as', 'the', 'company', 'said', 'it', 'expected', 'the', 'transaction', 'to', 'boost', 'earnings', 'immediately', '.\n']"
ee271b12-88b6-436e-9a23-ae9f43d80234,"""This new division will be focused on the vitally important task of protecting the nation's cyber assets so that we may best protect the nation’s critical infrastructure assets.""","""This new division will be focused on the vitally important task of protecting the nation's cyberassets so that we may best protect the nation's critical infrastructure assets,"" he added.","[4, 25, 29]","[25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 4, 4, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 25, 25, 0]","['``', 'This', 'new', 'division', 'will', 'be', 'focused', 'on', 'the', 'vitally', 'important', 'task', 'of', 'protecting', 'the', 'nation', ""'s"", 'cyber', 'assets', 'so', 'that', 'we', 'may', 'best', 'protect', 'the', 'nation’s', 'critical', 'infrastructure', 'assets', '.', ""''""]","['``', 'This', 'new', 'division', 'will', 'be', 'focused', 'on', 'the', 'vitally', 'important', 'task', 'of', 'protecting', 'the', 'nation', ""'s"", 'cyberassets', 'so', 'that', 'we', 'may', 'best', 'protect', 'the', 'nation', ""'s"", 'critical', 'infrastructure', 'assets', ',', ""''"", 'he', 'added', '.\n']"
2c4e8066-8506-4d2a-a682-15614a90a6cb,"""It's a terrible tragedy, people who were on the way home, all of a sudden, taken from us,"" Bloomberg said at a dockside news conference.","""People who were on their way home, all of a sudden taken from us,"" Mr. Bloomberg said of the collision.","[6, 11, 25, 29, 30, 21]","[0, 25, 25, 25, 25, 25, 25, 29, 29, 29, 29, 6, 29, 29, 29, 29, 29, 29, 29, 0, 29, 29, 29, 29, 29, 11, 29, 30, 30, 30, 30, 30, 29]","[30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30]","['``', 'It', ""'s"", 'a', 'terrible', 'tragedy', ',', 'people', 'who', 'were', 'on', 'the', 'way', 'home', ',', 'all', 'of', 'a', 'sudden', ',', 'taken', 'from', 'us', ',', ""''"", 'Bloomberg', 'said', 'at', 'a', 'dockside', 'news', 'conference', '.']","['``', 'People', 'who', 'were', 'on', 'their', 'way', 'home', ',', 'all', 'of', 'a', 'sudden', 'taken', 'from', 'us', ',', ""''"", 'Mr.', 'Bloomberg', 'said', 'of', 'the', 'collision', '.\n']"
25348503-477b-4f39-8267-e8436155853b,"A spokesman said: ""Since November, we have co-operated fully with the police.","It added it had ""co-operated fully"" with police since November.","[6, 6, 26, 29, 21, 22]","[22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22]","[22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22]","['A', 'spokesman', 'said', ':', '``', 'Since', 'November', ',', 'we', 'have', 'co-operated', 'fully', 'with', 'the', 'police', '.']","['It', 'added', 'it', 'had', '``', 'co-operated', 'fully', ""''"", 'with', 'police', 'since', 'November', '.\n']"
d7b5106f-15dc-45de-9ee9-84240ee7d185,The Democratic candidates also began announcing their fund-raising totals before Wednesday's deadline to file quarterly reports with the Federal Election Commission.,The Democratic candidates also began announcing their fund-raising totals in advance of the deadline today to file quarterly reports with the Federal Election Commission.,"[6, 25, 25, 29]","[25, 25, 25, 25, 25, 25, 25, 25, 25, 6, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25]","[25, 25, 25, 25, 25, 25, 25, 25, 25, 6, 6, 0, 0, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25]","['The', 'Democratic', 'candidates', 'also', 'began', 'announcing', 'their', 'fund-raising', 'totals', 'before', 'Wednesday', ""'s"", 'deadline', 'to', 'file', 'quarterly', 'reports', 'with', 'the', 'Federal', 'Election', 'Commission', '.']","['The', 'Democratic', 'candidates', 'also', 'began', 'announcing', 'their', 'fund-raising', 'totals', 'in', 'advance', 'of', 'the', 'deadline', 'today', 'to', 'file', 'quarterly', 'reports', 'with', 'the', 'Federal', 'Election', 'Commission', '.\n']"
