id,sentence1,sentence2,similarity
a2369894-78b1-4de5-b497-e30a4d5d5e6b,"A man and woman stand, smiling for camera.",A man and woman are posing for the camera.,4.2
04c13657-2822-4610-8a5c-153b077b258a,a black and white photo of a cat lying down.,A black and white image of a cat laying on a rug.,4.2
e6fa0d46-8d44-46b1-84bb-35f5e89c1e2b,The judge also refused to postpone the trial date of Sept. 29.,Obus also denied a defense motion to postpone the Sept. 29 trial date.,3.929
cda0a0a8-b17e-4d56-9e06-5e0b7e20f515,"Maddox, 87, cracked two ribs when he fell about 10 days ago at an assisted living home where he was recovering from intestinal surgery, Virginia Carnes said.","Maddox, who had battled cancer since 1983, cracked two ribs earlier this month when he fell at an assisted living home where he was recovering from surgery.",3.4
d9650070-1f13-46dc-8de9-f2bd4fbae11d,A black and white photo of an old train station.,A black and white photo of a motorcycle laying on the ground.,0.2
3348ae6d-10fd-403b-8365-a5fe6c529926,Thousands cross Austria-Hungary border,Thousands of Russians stranded abroad,1.0
67c71b74-9842-4f19-a07a-5b136066e9d1,The man sat in his chair and stared.,The little girl is putting her hair into a pony tail.,0.0
5ee8b90e-db74-4009-86c5-fb6a9cf70708,"The deal, approved by both companies' board of directors, is expected to be completed in the third quarter of Nvidia's fiscal third quarter.",The acquisition has been approved by both companies' board of directors and is expected to close in the third quarter this year.,3.4
524929d8-7f70-4730-827d-ddd0b93bed34,I've stored pancakes in the freezer for over two month and not had any freezer burn.,Its going to depend on the type of packaging and also the freezer.,1.6
33a2f551-94a5-4ed5-847d-09d4371ca05d,A rugby player in dark gear is carrying a light colored rugby ball with arm outstretched.,A brown dog splashes in the water while carrying a ball in it's mouth.,0.4
0b5cfe63-1a9f-4ec8-82e8-aee3baba38e9,A green car parked at a saloon.,A green car parked outside the saloon.,5.0
ad9fddf3-7516-4955-b7a0-3133ac98f672,The man drove his little red car around the traffic.,The dog ran in the water at the beach.,0.0
5cade8cc-42c7-43a3-8804-d30b12ee1933,New sex claim hits Secret Service,New rules for US Secret Service,1.8
ff3cd03e-63f9-464c-a0ce-1fe6c1b6d731,Israel strikes Syria as tensions rise on weapons,Air strikes wound civilians in Syria's Deraa,1.8
2144b4c2-738a-49b5-87df-803c9c836d91,"That's not the Moloch scene, though.",This is the Moloch scene.,2.4
dad84d77-238d-4b1a-b092-3e76976eaea9,"In these days of googling, it's sloppy to not find the source of a quotation.","I agree with Kate Sherwood, you should be able to attribute most quotes these days by simple fact checking.",3.2
432186cd-4f89-4bad-85a2-b9f52f03d822,"9 dead, 11 hurt, 4 missing in Mont Blanc avalanche","6 dead, several missing in Mont Blanc avalanche",2.4
7b15ace1-ab82-4fad-909b-201f7b9cab80,An old woman is shaking hand with a man.,A man and a woman shake hands.,3.75
06864e82-5123-4033-8ad3-6c1ca6abd4e3,7.3 magnitude earthquake strikes Nepal,6.6-magnitude earthquake strikes off Indonesia,1.0
b720924f-067d-4a35-ae46-58c7e10afbab,Some villages had histories and thus names going back to Ancient Roman times.,"Many towns and villages took their name from the ruling family, the owners of the village.",1.2
e7a3f33f-779f-45cd-9582-7115dd71ba6b,the countries oppose the weaponization of space and an arms race in space.,china stressed that opposition of weaponization and an arms race in outer space.,3.2
23d89bdb-bbbb-4c63-9de6-8820f1f6ae03,Palestinian diplomat injured in explosion in Prague,Palestinian ambassador injured in apartment blast,4.0
e3f97fb8-b064-4c0c-a468-81f08df93b96,Man riding a surfboard on a wave.,A man in black on a surfboard riding a wave.,4.0
193dc98f-e6da-46c3-bc24-da33f5d57006,It depends on what you want to have in your tank.,i think it depends what you want:,2.0
3c5c3538-bb2d-4653-a19a-c9706b41b400,Two cows standing in a large field.,The cow is grazing in a field.,2.8
df6a1764-b9fe-4f8e-8cf6-adb3e3d774ec,Tropical Storm Karen targets US Gulf Coast,Tropical Storm Karen weakens as it nears U.S. Gulf Coast,2.6
d148f2c9-c98e-43a6-a12a-ad1f25b3f757,Updated - Two explosions near finish line of Boston Marathon,Report of two explosions at finish line of Boston Marathon,5.0
f51e1567-c408-493b-97d9-665bd434e93a,Apple shares hit hard on iPhone disappointment,Apple stock plunges 11% after earnings disappointment,3.2
8bd5a637-e70b-44a1-81fa-f3b326fa45b8,Breivik complains of 'ridicule',Breivik: Jail term 'ridiculous',1.8
7e9c8bff-89bd-4ae3-855a-fce147d734d8,Your schtick is getting stale.,Your misogyny is getting messy.,0.4
9fed0177-b237-43e9-922b-8191c923daa4,A man is singing into a microphone.,A man is dancing in the rain.,0.4
35564e39-12ed-4ac9-aec3-eb6dd82a1344,"You just have to base your answer on what you do know, which is what you want.","So if that's what you need, you really do have to be explicit about it.",1.0
0562492a-303e-47cb-83e9-4780fb690b84,But the inadequate performance of students in various subgroups tagged the state as deficient under the federal No Child Left Behind act.,"But the inadequate performance of students in various subgroups, such as race, pushed the state onto the needs-improvement list under the federal No Child Left Behind Act.",4.0
76f1bee7-0395-40bf-b0a5-059b8cd6cc45,A man is playing an electronic keyboard.,A man is playing a flute.,1.2
4984824e-ecc2-4c72-9a34-0e6b85b3b710,Israel agrees to extend Gaza truce by four hours,"Israel, Hamas reportedly agree to 12-hour truce",2.6
e82853ac-bbbe-49d9-8e0a-ea9a270223d0,"Apple Computer's new online music service sold more than 1 million songs during its first week of operation, the company said Monday.",Apple Computer Inc. said Monday it exceeded record industry expectations by selling more than 1 million songs since the launch of its online music store a week ago.,4.6
fd4cee0d-68ef-493c-91d2-b9abd5013772,Miss New York Crowned Miss America 2013,Miss New York is crowned Miss America,3.0
c4b659a1-d849-4998-8f4b-fb84ae4f7541,A man in a brown coat rubs his nose.,A bald man with a red beard holds his hand near his mouth.,2.2
83955645-fd58-48f0-87b6-b6e4be47085a,"Four killed, scores wounded in clashes across Egypt",Egypt violence: Student killed in clashes at Cairo’s Islamic university,2.2
a1b8d760-042f-420b-8985-4175adaec211,We are meant to explore.,We are meant to move.,2.4
514ec914-a034-45b8-ad2d-890d1f6a27fd,A woman is slicing meat with a knife.,A man is spreading out dough.,0.417
a128f1c6-d7cf-472a-a548-e088be5050d4,Sectarian clashes rock Lebanese city of Tripoli,"Sectarian clashes rock Lebanese city, 3 killed",3.8
e88c1baa-6e91-4ccd-88be-c34e238db49c,Fast Picture Viewer has an extensive pack for the low price of $9.99 and it appears to cover them all.,Fast Picture Viewer is $9.99 and works just fine on 64-bit Windows 7 (I'm using it myself).,3.8
afcf611a-5889-413d-9ec2-5f28c7a84ba0,"Others with such a status are Egypt, Israel, and Australia.",Nations like Israel and Australia already have such status.,2.5
be43666e-ff68-4e37-aa2c-38aab3afb8fa,two big brown dogs running through the snow.,A brown dog running through the grass.,2.0
9daf52da-d7be-4084-8ecb-6bc37379c0f3,A woman runs on the beach.,a dog runs across the land.,1.8
ef101abe-d3e7-4197-ac52-b116c13e78b3,A man sliced through a bunch of water bottles with a knife.,A man is slicing a line of water bottles with a knife,4.4
1171e3b5-911e-4765-9387-433c11aeb8ba,Five men jump into a swimming pool.,A group of swimmers fall into a pool.,2.8
3e91d6db-c82c-429f-bd38-027b5b5c2ed2,The four women are practicing for a upcoming match.,The women are in a play,1.2
2e4e312d-62c8-40aa-a57a-5f69d81f1337,Someone drew on Washington's face on the dollar.,A person draws on a dollar bill.,3.4
fd46e31b-da67-4717-a10b-d4ddeea8f766,Syrian regime denies role in Houla massacre,Syria blames rebels for Houla massacre of over 100,3.0
ca3b473c-e186-45b2-ba0f-dadca92ff8c9,"Five alternate jurors were also chosen, with a final one set to be selected Friday morning from the panel.","Five alternate jurors also were selected, with a sixth alternate to be picked on Friday.",4.6
bd8b4e3b-14e2-47d9-b28b-7f8cb9266eb1,Jaya Prada all set to join BJP,"Jaya Prada likely to join BJP, Amar Singh to decide for her",3.8
ea5b80d9-5aee-4d37-b087-ce19f71b9eee,A skateboarder jumps off the stairs.,A dog jumps off the stairs.,0.8
05a65724-2e4e-4120-9e67-c157f176e15b,A man and woman are driving down the street in a jeep.,A man and woman are driving down the road in an open air vehicle.,4.0
327b16e5-5aa7-47e0-8944-ceb2acd77610,Federal DOMA does not test the full faith and credit clause so much as the 9th and 10th Amendments to the Constitution.,DOMA as a congressional statute could not violate the Full Faith and Credit Clause of the Constitution.,4.0
140a4b68-b836-40fa-90a8-2a1956b678ca,the abductee support group hopes parliament will change the laws soon.,the abductee support group will use the survey to press parliament to pass new laws.,3.0
1046bb77-75e6-4905-986f-2973042ffdf9,You will be hard pressed to find scientific studies that answer these questions with any certainty.,The topics you mention are very broad and not closely related in the scientific world.,2.2
782c5bd4-5097-467b-9f28-a57cfb3f3e54,Conspiracy against me - Lance,Day begins amid panic,0.2
e8cf6a6b-f3b2-4d32-82ec-bfb5c30291cb,South Korean economic growth falls to 3-year low,S. Korean economic growth falls to near 3-year low,4.6
1dc6ee84-4a94-45e4-8705-52b0b7de6ccf,A yellow school bus parked in a field.,A brown horse in a green field.,0.0
24861823-7e3b-4e07-ae3b-4fd6f6d7ec3e,Someone is scratching an animals belly.,A woman is stroking a lemur.,2.0
29476da9-e3ec-4f56-82af-a4e1ce2c3110,Moore had no immediate comment Tuesday.,Moore did not have an immediate response Tuesday.,4.778
ddaf03fe-954c-411e-802f-5d574e147704,"A woman tosses a cat in the air, and the cat hangs off a rod on the ceiling.",A person throws a cat in the air and it grabs onto the ceiling.,3.5
a16c1c34-81a9-4d21-8f64-765ec236aaab,A group of men walk and hang onto ropes.,A group of men play a college football game.,1.4
10adf279-cf52-47ef-8acb-0e657695c460,"PSNI failed RUC officers, tribunal told",13:23 PSNI 'failed RUC officer families',4.0
b2775620-b013-4dbe-b983-6c8b5f9e932d,"The difference between ""necessary"" and ""sufficient"" is the direction of the logical arrow.","sufficient is an upper bound, necessary is a lower bound.",2.0
b6096017-d19f-445d-a09f-0c162b8bbadb,Sniper waiting for result of appeal,New glories for China in striving for renewal,0.0
abd03e6d-6de1-4e4c-927f-3e5b2cb6747d,"Donna Summer, the queen of disco","Donna Summer, Queen of Disco, Dies at 63",1.6
624e3c6b-7570-4b69-aa54-fde7c9e532fa,A man is playing guitar.,A woman is slicing up some pork.,0.0
f41859a7-b8e3-4a69-838a-d21e052ef6b8,I would personally beware of the Motley Fool.,I would recommend looking at The Motley Fool.,2.0
556f710d-0b29-4687-8eea-733dec120324,A woman is riding a horse.,A man rides a horse.,2.8
69efbf66-3bc7-42f0-ac04-db4b7918a844,The man is mixing whipping cream.,The man is holding a skunk.,0.0
343ddc08-2da3-4a05-9cfc-a4ae8fb15bfa,A woman is cutting an apple.,A woman is cutting potato.,1.8
ca7c3b33-2c7e-4083-bdda-2ae9f050e0a5,"""He really left us with a smile on his face and no last words,"" daughter Linda Hope said.","""He really left us with a smile on his face and no last words ... He gave us each a kiss and that was it,"" she said.",3.25
062ab54f-260b-4675-aae0-111918213f34,7 killed in attacks in Iraq,27 killed in attacks across Iraq,2.0
32a466d8-9109-4a5e-8590-d592c21db6b7,Kids are dancing on stage.,Some people are dancing on stage.,3.0
d55b5547-0263-47e7-8410-6f935bd11947,Jerry Sandusky found guilty in child sex abuse trial,Sandusky found guilty in child sex abuse trial,3.8
c09db557-097e-4fd0-8615-9f56031b34dc,The dog is running with food in his mouth.,The dog is running with a yellow ball in his mouth.,2.2
94bc0488-f301-45f8-aa9a-787c94ada317,"Teenage girl killed in east London Shereka Marsh was shot in the neck, police say",Hackney shooting: Teenager Shereka Marsh 'bled to death after being shot in neck',4.6
b63d7f61-9632-4f38-b339-67f99c0f0d02,"They can be out of level by a bit, but flat is important.","Yes, although they can be a bit sour.",0.0
faa9934c-d96a-4435-a747-3fed22e8bc96,A young girl with dirt on her face and a red child's bike is in the background.,The old woman in shorts and a white t-shirt is standing on a path watching children play.,0.8
cf62b75c-0ef2-4f6c-93fd-2b3e2d3868a7,"By state law, 911 calls are not public information and were not released.","By law, 911 calls are not public information in Rhode Island.",3.4
560e5a0d-3608-4d80-acf9-4006be84dff4,A young boy is standing on a gray tiled area.,A young boy is practicing his karate in a gym.,1.0
8c3d9101-a234-47f4-ab72-c5a07ac85a57,Mandela back in hospital in ‚Äėserious but stable‚Äô condition,Nelson Mandela returns to hospital in ‚Äėserious but stable‚Äô condition,5.0
2bdc56c3-3485-4974-8584-3c1eeff9bbc8,"Oracle shares were also higher, trading up 12 cents at $13.60.",Shares of Redwood Shores-based Oracle rose 14 cents to $13.62.,2.0
5c04ce4f-a325-4da6-a7b4-7c713ef82e57,"Shooting, protests mar Thai voting",Thai protesters disrupt advance voting,3.6
b04d34e2-fb94-4946-b46a-473507e4bed4,and videos Seismic data does not equal duration of collapse.,Seismic data does not equal duration of collapse.,4.6
4923f89d-4a23-47cc-8f15-2034cd7ada00,A man in a top hat rides a white horse.,A man with a top hat riding a white horse.,5.0
3dc8a2ea-05c7-4956-8a24-4b33eb2a4390,Many middle eastern people are sitting in the back of a blue truck.,A group of people are riding in the back of a truck.,3.4
2d6e7d16-da6a-4aae-b2fc-8874e85aeb6a,"The Note's Must-Reads for August 1, 2012","The Note's Must Reads for Wednesday July 4, 2012",1.8
f013ac8e-ec76-44fe-bd42-cab7944d51f5,Singapore shares open 0.83% higher on Wednesday,Singapore shares open 0.06% lower on Tuesday,1.0
08bfc72e-4a5d-4db6-b4c3-4c172a196a8f,"As I wrote above, it's hard to rate this wall.","Unlike others, I think the route is pretty well described.",0.2
163fd672-ae43-4a1c-950c-8907b6b1f28f,india and pakistan remain outside the treaty.,israel remains outside the treaty.,2.0
56f8a17e-32e6-4d40-985e-e60fb2befdba,A woman is cutting an onion.,A man is chopping an onion.,2.0
ac9f5a81-a80a-462e-87ed-0f59b01fec3d,A man is drawing some figures.,A man is drawing on a digital dry erase board.,3.333
2c8f54df-19f6-4f6a-8bf4-e48d31116f2d,"A man wearing a t-shirt that says ""Gigolo"" stands at the counter talking to someone.","A man wearing a shirt that says ""Gigolo"" is standing at a front desk area with his back to the camera.",3.4
7059026d-a26c-4250-ac81-f516bd1b8c32,The man is pushing the van.,The woman is singing.,0.0
8ec00535-7ec8-48a8-9f28-14580f5794a6,A man is demonstrating how to work with clay while at least two people observe.,At least one of the three women is talking to the others.,0.6
acc5fbdb-7825-4a02-94f6-3dac69bd91f6,Still love this show.,"Holy poo poo, this show.",1.0
2f6c0f2b-f58a-41f2-92a8-429d8f15c866,A man is playing the guitar.,A person is slicing a meat into pieces.,0.0
2a70ba91-c1ec-4e70-9419-9766fd93d65f,"""I am advised that certain allegations of criminal conduct have been interposed against my counsel,"" said Silver.","""I am advised that certain allegations of criminal conduct have been interposed against my counsel, J. Michael Boxley,'' the Silver statement said. """,3.6
56f35739-b8d2-4f91-9172-f1b19b82de10,Sometime if you really want it you might need to pay an agency to get the place for you.,You could probably get a tour agency to do it for you but it would cost you.,2.0
8a5296c8-7ffe-48e5-a435-3794fcd824f1,"The other 24 members are split between representatives of the securities industry and so-called ""public"" board members.","Of the 24 directors who are not exchange executives, half are representatives of the securities industry and half are designated public members.",4.0
49b99224-1519-43d8-bb77-30dfc6f2602b,You do not need to worry.,You don't have to worry.,5.0
aae4b7fa-44ae-41e1-b3cf-d226e443bd79,A person is slicing a carrot into pieces.,A person is cutting an onion into pieces.,1.5
44aa6e70-1e60-439e-9a27-8cacce2ba5cf,A woman is playing the flute.,A woman is slicing some tuna.,0.4
d9669b21-e3df-4648-bd8f-0de8741a0fcb,Tehran has made clear it will only sign the Additional Protocol introducing such inspections if a ban on the import of civilian Western nuclear technology is lifted.,Tehran has made it clear it will only sign the protocol if a ban on imports of peaceful Western nuclear technology is lifted.,3.8
d1f4f405-4cb8-4f47-a155-5165c82d2ab9,A brown and black dog is jumping to catch a red ball.,A brown and black dog jumps for a red ball.,5.0
fb31dd98-e7d0-44e4-8cee-605dd4cbb6e4,Assad warns Turkey of 'heavy price' for backing Syrian rebels,Cabinet at war over arming Syrian rebels,1.0
c591e5b5-0974-4865-b7f1-7fae49dcc6cb,A man is chopping butter into a container.,A woman is cutting shrimps.,0.6
d7849afe-c373-4a66-ae35-ee0ed2314ee3,A small guinea pig is gnawing and eating a piece of carrot on the floor.,A Guinea pig eats a carrot.,3.5
a96161f5-9eb1-4058-801a-7d58bc4e2dba,U.S. fast-food workers plan nationwide strikes over minimum wage,Fast-food workers strike for higher pay,4.0
ea4d55bf-23fa-44d5-af12-ae82930a4e23,The plane was estimated to be within 100 pounds of its maximum takeoff weight.,"US Airways Flight 5481, which crashed Jan. 8, was judged to be within 100 pounds of its maximum takeoff weight.",3.25
3d52254a-40dc-4e30-8993-50ded0ad5336,Pakistan blocks Twitter over anti-Islamic material,Pakistan blocks Twitter over 'blasphemy',3.8
d1bf004a-9437-48ce-9f7b-dfe59ddc32f5,The company said it would cut the wholesale price of most top-line CDs to $9.09 from $12.02.,The company also said it would cut wholesale prices on cassettes and change the suggested retail price to $8.98.,1.6
292110c2-4562-4098-b0fa-0d55c5d08cf9,A woman jumps and poses for the camera.,A woman poses for the camera.,4.0
822f6b91-5f71-4e22-9f29-c87e33cb678a,a red and white race car racing on a dirt racetrack.,A person is riding a dirt bike in a race on a dirt track.,1.4
e2a83138-a13b-488c-a537-f70d42de75eb,A black dog is running in snow.,A black dog is swimming with a ball in it's mouth.,1.8
d837825a-4f80-4b79-ad81-90edf37f4475,"General Myers told reporters that ""at first blush, it doesn't look like any rules were broken"".","""At first blush, it doesn't look like any rules were broken,"" said Gen. Richard Myers, chairman of the Joint Chiefs of Staff.",3.6
cfc72feb-72c2-4b6d-beeb-9face1d100bd,Red panda‚Äôs short-lived zoo escape,India‚Äôs march to Mars,0.0
3985446c-b27b-4f3c-ada2-1085b5e10c71,"If you understand yourself and your enemy, you will be far more likely to win any battle.",Another meaning behind this quote aside from probabilities of winning a theoretical battle is the importance of knowing/understanding others.,2.8
6fad575d-bea1-4e94-a559-615984dc2458,An Esso gas station with trees in the background.,Two police officers standing behind a van with a bus in the background.,0.0
832777a3-d2b3-46e6-8b4d-b0c16fffd0cf,Saudi gas truck blast kills at least 22,Nigeria church blast kills at least 12,0.6
79ae12b3-4458-435d-b39d-722fa0cfc078,Man convicted in Vatican leaks case,"Butler to be tried in ""Vatileaks"" case",2.6
b544b18c-e645-4781-af97-c7546ca0f97a,Houston Texans head coach Gary Kubiak hospitalized after collapsing at game,Texans coach Gary Kubiak in stable condition after collapse,2.8
3710c487-c75c-4d24-8265-5e794ae91ba5,A man in a blue shirt is running in a stadium field.,A man wearing a blue hat and shirt is riding a white horse.,1.0
dca712e8-80dd-4dc1-89f1-2efa01d02555,A girl is playing the piano.,A little girl is playing a grand piano on stage.,3.333
3a3afd0c-eaa0-40f1-b04d-24c07c7046f4,The two Democrats on the five-member FCC panel held a news conference to sway opinion against Powell.,The two Democrats on the five-member FCC held a news conference to sway opinion against Powell and the panel's two other Republicans.,3.4
60a05b1b-4f8a-429d-9b41-386921687976,Egypt votes on new constitution,Egyptians vote on divisive constitution,3.8
32e70c70-f862-4c9c-8dca-8127e1ec56af,The man cut up an onion.,A man is dancing.,0.6
a4a7ea17-6f9b-4db7-9583-2adc4eb117de,Try switching to rats; weanling rats if you need something smaller.,"As mentioned in previous answers, rats and gerbils can be offered instead of mice or in a rotation with mice.",3.4
0e2b8f8d-26f6-4fcc-b857-fb3d027f8372,A federal grand jury indicted them on Tuesday; the document was sealed until yesterday to allow authorities to make arrests.,Federal officials said the document remained sealed until Thursday morning to allow authorities to make arrests in five Western states.,3.4
13a89155-8b8c-4616-887e-37bffa4e887d,Police fire tear gas at protesters in Bangkok,Police fire tear gas at protesters,3.0
56ee3678-d24f-49b4-9f18-3274e6be6214,A boy with a broken arm is resting in a bed.,A boy with a broken arm is sleeping.,4.0
20816dee-5215-468b-b250-e09c0548f242,A woman is brushing her feet.,A woman is chopping an onion.,0.4
c3f7d203-aafa-48df-bb24-021711de902e,Malawi Officially Confirms President's Death,Malawi confirms President Mutharika's death,3.6
8df87a07-f973-464e-8f69-3f8abb7345f2,A brown dog laying on a blue cover.,A person is diving into clear blue water.,0.0
43a4e54f-33f2-4cf4-b3cd-539477d9c913,A person is frying a meat in the pan.,A man is cutting a vegetable.,0.6
abb04326-a75f-435f-ae0c-a5f3cb65f233,"Authorities identified the tipster as Richard Powell, who is imprisoned for killing his landlady in 1982.",Powell is serving time in a different case -- killing his landlady in 1982.,3.2
9bffe831-a6f9-428c-a243-f2bb935d3b18,A man is karate kicking at another man wearing protective boxing gloves.,A man is kick boxing with a trainer.,2.5
c00a068b-04df-4aea-b0fe-6042ec43ea3c,A little boy clowns with a colander on his head.,A boy with a metal colander on his head.,4.2
2d9dab0a-3e5a-4500-905f-0f6ad9ee3efa,Three people sitting at dinner table smiling at camera.,Two elderly women sit at a dinner table with a man.,2.0
a64ff45f-b99e-478c-b4c2-e1c6212dacef,Nelson Mandela in Hospital for Tests,South Africa: Mandela in hospital for tests,4.6
377fc0f7-f115-4022-bb06-fdc0b7fa013e,A woman puts ingredients in a whisked egg.,A man pours gasoline.,0.0
69d0b3ac-9748-4668-a27f-05acd5f385aa,Outrage after reports emerge about 6-year-old Indian girl raped at school,"Outrage After Indian Girl, 6, Raped at Her School",5.0
1de2ecdf-a573-43e0-9a25-23cd06a7a254,A woman is doing weight exercises.,A woman is doing her hair.,0.5
94488627-b16a-4676-87cf-7a35832a6e87,Rangers voted into Division Three,Rangers voted into third division,4.8
ceed60fd-aa4b-4d3e-ada8-02cef90289f6,Japan revises GDP growth to annual 1.1 pct in Q3,Japan’s GDP growth downgraded to annual 1.1%,3.4
06092930-4191-4575-8019-13c276db0da2,I've had this same problem.,I had this same problem.,5.0
2bd80400-edfd-4d5a-9fbb-e8dd7509d7b1,The New York Mets then selected outfielder Lastings Milledge from Lakewood Ranch High School in Florida.,"The Mets took Lastings Milledge, an outfielder from Florida, with the 12th pick.",3.8
bae5e716-1e64-4726-aee3-18794b175e31,Dozens die as clashes erupt at Morsi rally in Cairo,More than 70 dead in clashes at Morsi rallies in Egypt,3.6
b6f82ccc-8211-483f-baef-468582f0d4ad,"Pardon the brevity of this answer, but I would say ""named"" is preferred within the context of your example.","Named is preferred in your example, since you are formally giving a name to your method.",4.4
a8e570fc-a543-4953-9d6f-5e7f5f88dfad,Three people are meeting for coffee.,Two people make coffee.,2.4
78bf956d-7b25-47db-9ec3-70263330e081,A brown and white dog with a pink collar is barking at a brown dog with a blue collar in the snow.,The dog with the red collar is bearing it's teeth at the dog with the blue collar.,3.4
afb20b9e-c095-4dab-ba36-adc6c0b58111,Egypt: IPI Urges Release of Al Jazeera Journalist Arrested in Berlin,Egypt sentences Al Jazeera journalists to jail,1.0
ad95feb1-cfea-43b2-9c92-56e5d97b46d9,A monkey is brushing a bull dog.,A monkey brushes a dog.,4.2
559909c4-43e5-456c-8d01-be6299c14e1e,A man is lifting a car.,A man is climbing a wall.,1.4
aa6b6664-e716-498f-8a25-afd1ab180d56,A man plays the guitar.,The man sang and played his guitar.,3.0
c679a5e3-43df-481e-940d-bfc9bf8d92ff,The American Express Corp. has pledged at least $3 million of more than $5 million needed.,"The city had requested federal funds, but withdrew that request when American Express pledged at least $3 million.",3.2
618fd097-ce42-4c79-b65c-155d7b75e193,"Leaving aside heath care angle, you are working from a flawed premise that waging war doesn't save lives.",Healthcare They would probably reject your implied claim that Obama's healthcare law will save lives.,1.6
521f5002-b754-42b1-9961-a46e86defb60,A bird sits in a tree.,A bird sits in a leafless tree.,3.8
bc2fa5f4-7164-4654-a521-2476d1ee68db,"The unemployment rate rose a tenth of a percentage point to 6.1%, the highest level since July 1994.",The unemployment rate is predicted to have ticked up a percentage point to 6.1%.,3.2
6e3cf549-a087-4353-b90a-161148b2d9ea,Iran warns against military intervention in Iraq,Explosion near Damascus military airport,0.0
0c93a98c-c5c5-4740-b714-57975e5befa0,"the resolution requires all 192 united nations member states to adopt laws to prevent terrorists, black marketeers and other non-state actors from manufacturing, acquiring or trafficking in nuclear, biological or chemical weapons or the materials to make them.","resolution 1540 requires all countries to adopt laws to prevent non-state actors from manufacturing, acquiring or trafficking in nuclear, biological or chemical weapons, the materials to make them, and the missiles and other systems to deliver them.",3.6
1aa33523-3a25-4fd3-924c-1861537457ef,A motorcross driver going by during a race,A race car driver performs in the race of his life.,3.0
f5f66d49-3fe9-4643-bcf8-21cf26c5d5cd,I wood have asked her if she is up for a treesome.,I wood have at least asked if a threesome was out of the question.,4.8
5c14e666-42ed-44d7-bf88-bd7142260d33,Four dogs stand in the snow.,Four dogs playing in the snow.,3.6
df78f896-2ce9-49ec-8128-dc2c36a1d715,If it wasn't bollocks it wouldn't be homeopathy.,That's simple logic If it wasn't bollocks it wouldn't be homeopathy.,4.8
402a84be-ed61-41a1-8f71-bde5d75fc688,4 foreigners among 9 killed in Kabul hotel attack,Foreigners among dead in Kabul hotel attack,3.6
34f32fed-016e-491a-a922-ce766eef422f,A bird flies across the water.,A bird flies above the water.,4.8
64fb02d5-e0a0-4519-b84d-6a1391593935,indian defense ministry has increased spending on defense purchases.,indian defense ministry has increased defense spending for new purchases by 33 percent.,3.6
2cf8eba8-8148-4d08-9a24-c3f147e65f23,Rescuers scour debris after India buildings collapse,Select images from Bangladesh building collapse,2.2
2ca1bceb-3891-49c5-9442-1547a31d4366,It calls for the agency to plan an independent safety and engineering organization.,The agency has yet to fully formulate a strategy for the creation of an independent engineering technical authority.,3.4
a8ac07c9-ef6a-429c-9921-c15ef6e5a37f,U.N. condemns ethnic killings in South Sudan oil town,UN Condemns Ethnic Killings in South Sudan,4.6
32340c26-9b15-464d-85c7-5f5df7785e9a,"The world's largest software company said it recognized the difficulty the multiple patches posed for companies, and set out to make it easier for them to apply the updates.",The world's largest software company said it recognized the difficulty the multiple patches posed for companies trying to apply them.,3.5
71929521-74c5-4012-9177-6106a6610119,Egypt policeman killed in Sinai attack,Egyptian soldiers killed in Sinai attack,3.4
231a8848-cf3a-4058-8b3d-c6baea234364,Two dogs running down a beach.,two dogs running on the beach,4.8
47187ade-4249-4a72-8a02-a555e029b432,"Rocks, Tear Gas Fly as Thai Protests Heat Up","Rocks, tear gas fly as Thai protests heat up",5.0
0a240dc1-8b42-4808-9120-39fcd8f96d5a,"A floating airfield with a flight deck covering 4.5 acres, the ship took about five years to build.","The Reagan, a floating airfield with a flight deck covering 4.5 acres, is the ninth Nimitz-class carrier to be built at the Newport News shipyard.",2.667
fc9dd4b6-35fd-4518-842e-a35eed2493a8,"California wildfire: 1,900 on the lines as firefighters labor to limit damage (+video)",California wildfire grows but officials say fire crews making progress,3.8
e0e5963d-0b58-4b0d-8c43-2c5d5adff435,Its legal representatives began meeting with plaintiffs' attorneys last week to discuss a settlement.,Attorneys for both the archdiocese and the plaintiffs began meeting last week to reach the out-of-court settlement.,3.25
d0cd4902-f69e-4ac6-874d-0e7630eb1bd2,A girl jumping rope on a sidewalk near a parking garage.,A girl jumping rope on a sidewalk with a parking garage to the left.,4.4
ba6f43c9-442c-4c62-94d6-20844d55ea5d,UN report says both sides in Syria abuse rights,NATO leader plays down risk of Turkey-Syria clash,1.0
f45129f8-e9e7-4146-b154-2ccc04886203,Police clash with youth in Cairo after anti-Morsi protest,Egypt: Police clash with pro-Morsi protesters,2.8
09ecca0d-5cd5-4f32-9df6-0de7ff6dc51e,"The best-performing stock was Altria Group Inc., which rose more than 27 percent to close at $42.31 a share.","Altria Group Inc. MO.N fell 50 cents, or 1.2 percent, to $41.81.",1.75
76c51a01-bc45-49c7-afd4-9e12db8b9194,The young adult are cold,Asian children are playing with a dog.,0.2
f9955fed-365b-4815-9689-fb8e03b794b4,Runners race around a track.,Runners compete in a race.,3.2
89e03b3b-2356-42ff-948f-5a60ed248f4f,Putin spokesman: Doping charges appear unfounded,The Latest on Severe Weather: 1 Dead in Texas After Tornado,0.0
